id_progetto;missione;livello_territoriale;localizzazione;provincia;comune;geo_map_lat;geo_map_long;cup;importo_progetto;finanziato_pnrr;finanziato_pnc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D29J21007380001;M2;1. comunale;Comune di SAN MINIATO (PI);PISA;San Miniato;43.666.788.355.430;10.843.135.503.373;D29J21007380001;130000;130000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E19J21005120001;M2;1. comunale;Comune di CASTIGLION FIBOCCHI (AR);AREZZO;Castiglion Fibocchi;43.526.754.493.282;11.763.669.785.354;E19J21005120001;63635.7;63635.7;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E19J21005220001;M2;1. comunale;Comune di CASTIGLION FIBOCCHI (AR);AREZZO;Castiglion Fibocchi;43.547.650.576.402;11.761.565.971.011;E19J21005220001;46183;46183;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H88I21001520001;M2;1. comunale;Comune di SCANSANO (GR);GROSSETO;Scansano;42.685.497.502.274;11.328.393.925.356;H88I21001520001;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I99J21003850001;M2;1. comunale;Comune di BAGNI DI LUCCA (LU);LUCCA;Bagni di Lucca;44.035.695.457.821;10.646.441.043.996;I99J21003850001;47000;47000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B59J21006980001;M2;1. comunale;Comune di CAPOLONA (AR);AREZZO;Capolona;43.563.758.759.313;11.826.156.749.808;B59J21006980001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I54E21002050001;M2;1. comunale;Comune di SAN GIOVANNI VALDARNO (AR);AREZZO;San Giovanni Valdarno;43.558.739.480.405;11.522.729.977.551;I54E21002050001;210000;180000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E71B21002960005;M2;1. comunale;Comune di PELAGO (FI);FIRENZE;Pelago;43.772.329.151.331;11.501.664.555.738;E71B21002960005;190000;140000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F93D21003400001;M2;1. comunale;Comune di RIPARBELLA (PI);PISA;Riparbella;43.377.902.745.966;10.613.335.443.202;F93D21003400001;25000;25000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G29J21006320001;M2;1. comunale;Comune di AGLIANA (PT);PISTOIA;Agliana;43.895.817.780.073;11.002.679.487.235;G29J21006320001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D29J21006550001;M2;1. comunale;Comune di SAN MINIATO (PI);PISA;San Miniato;43.666.788.355.430;10.843.135.503.373;D29J21006550001;130000;130000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E37H21004190005;M2;1. comunale;Comune di CASTELFRANCO PIANDISCO' (AR);AREZZO;Castelfranco PiandiscO';43.637.961.657.193;11.552.702.718.082;E37H21004190005;194377.68;194377.68;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I24E21001660001;M2;1. comunale;Comune di PIEVE SANTO STEFANO (AR);AREZZO;Pieve Santo Stefano;43.675.931.756.953;12.041.083.257.206;I24E21001660001;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I53D21001350001;M2;1. comunale;Comune di SAN GODENZO (FI);FIRENZE;San Godenzo;43.923.834.142.460;11.622.163.434.395;I53D21001350001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F81B21003900002;M2;1. comunale;Comune di ORTIGNANO RAGGIOLO (AR);AREZZO;Ortignano Raggiolo;43.672.943.905.508;11.715.914.915.125;F81B21003900002;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D29J21006450001;M2;1. comunale;Comune di CECINA (LI);LIVORNO;Cecina;43.304.008.826.359;10.503.231.359.473;D29J21006450001;260000;260000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I39J21004010001;M2;1. comunale;Comune di ORBETELLO (GR);GROSSETO;Orbetello;42.441.450.212.284;11.224.205.213.587;I39J21004010001;40000;40000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C49J21034230001;M2;1. comunale;Comune di MONTEMIGNAIO (AR);AREZZO;Montemignaio;43.751.421.144.466;11.607.666.592.182;C49J21034230001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I99J21003550001;M2;1. comunale;Comune di BAGNI DI LUCCA (LU);LUCCA;Bagni di Lucca;44.035.695.457.821;10.646.441.043.996;I99J21003550001;23000;23000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F67H21004470001;M2;1. comunale;Comune di POMARANCE (PI);PISA;Pomarance;43.248.797.717.707;10.836.561.717.963;F67H21004470001;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H43D21001160001;M2;1. comunale;Comune di CERRETO GUIDI (FI);FIRENZE;Cerreto Guidi;43.757.892.657.043;10.859.530.086.850;H43D21001160001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H49J21004460001;M2;1. comunale;Comune di CERRETO GUIDI (FI);FIRENZE;Cerreto Guidi;43.757.892.657.043;10.859.530.086.850;H49J21004460001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J37H21004220001;M2;1. comunale;Comune di BIBBIENA (AR);AREZZO;Bibbiena;43.753.273.087.932;11.826.023.163.020;J37H21004220001;15860;15860;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B39J21009370001;M2;1. comunale;Comune di PESCIA (PT);PISTOIA;Pescia;43.939.497.993.243;10.705.970.162.611;B39J21009370001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B39J21009380001;M2;1. comunale;Comune di PESCIA (PT);PISTOIA;Pescia;43.907.879.107.343;10.689.483.447.641;B39J21009380001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D93D21006010001;M2;1. comunale;Comune di CHIANNI (PI);PISA;Chianni;43.461.347.619.044;10.639.037.939.656;D93D21006010001;30000;30000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E79J21003720001;M2;1. comunale;Comune di BIENTINA (PI);PISA;Bientina;43.712.389.088.533;10.617.158.458.902;E79J21003720001;49986;49986;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I49J21003390004;M2;1. comunale;Comune di VAIANO (PO);PRATO;Vaiano;43.963.063.584.830;11.128.570.161.845;I49J21003390004;47950.82;47950.82;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J83D21002230001;M2;1. comunale;Comune di FIESOLE (FI);FIRENZE;Fiesole;43.817.569.975.916;11.324.830.885.255;J83D21002230001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D59J21007920001;M2;1. comunale;Comune di VILLA BASILICA (LU);LUCCA;Villa Basilica;43.948.705.932.489;10.631.077.967.882;D59J21007920001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F67H21004310001;M2;1. comunale;Comune di POMARANCE (PI);PISA;Pomarance;43.248.797.717.707;10.836.561.717.963;F67H21004310001;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G37H21023030005;M2;1. comunale;Comune di CAVRIGLIA (AR);AREZZO;Cavriglia;43.532.803.345.952;11.467.905.557.447;G37H21023030005;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I78I21000300001;M2;1. comunale;Comune di CASTEL DEL PIANO (GR);GROSSETO;Castel del Piano;42.929.524.785.352;11.476.174.565.414;I78I21000300001;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G79J21005260001;M2;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.735.815.719.811;11.158.394.439.930;G79J21005260001;170000;170000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I39J21003680005;M2;1. comunale;Comune di SANTA CROCE SULL'ARNO (PI);PISA;Santa Croce sull'Arno;43.722.838.556.227;10.770.784.057.494;I39J21003680005;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E49J21007090001;M2;1. comunale;Comune di SAN QUIRICO D'ORCIA (SI);SIENA;San Quirico d'Orcia;43.056.352.557.754;11.607.020.441.912;E49J21007090001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H87H21001800004;M2;1. comunale;Comune di MANCIANO (GR);GROSSETO;Manciano;42.559.475.369.877;11.547.701.462.731;H87H21001800004;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I37H21002640005;M2;1. comunale;Comune di SANTA CROCE SULL'ARNO (PI);PISA;Santa Croce sull'Arno;43.710.653.458.473;10.783.143.265.057;I37H21002640005;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D12C21001160001;M2;1. comunale;Comune di MONTECARLO (LU);LUCCA;Montecarlo;43.853.721.332.451;10.665.981.082.377;D12C21001160001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B99J21006650001;M2;1. comunale;Comune di SUBBIANO (AR);AREZZO;Subbiano;43.578.646.078.497;11.870.406.899.211;B99J21006650001;140000;140000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D97H21003610005;M2;1. comunale;Comune di CHIANNI (PI);PISA;Chianni;43.461.347.619.044;10.639.037.939.656;D97H21003610005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G37H21022830005;M2;1. comunale;Comune di CAVRIGLIA (AR);AREZZO;Cavriglia;43.532.803.345.952;11.467.905.557.447;G37H21022830005;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E29J21002390005;M2;1. comunale;Comune di SERRAVALLE PISTOIESE (PT);PISTOIA;Serravalle Pistoiese;43.869.520.707.196;10.918.468.305.275;E29J21002390005;213000;213000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J29J21006360001;M2;1. comunale;Comune di BORGO A MOZZANO (LU);LUCCA;Borgo a Mozzano;43.976.733.604.219;10.530.846.092.334;J29J21006360001;11379.39;11379.39;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B41B21002790005;M2;1. comunale;Comune di SEMPRONIANO (GR);GROSSETO;Semproniano;42.725.768.072.380;11.542.145.486.932;B41B21002790005;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B49J21004260005;M2;1. comunale;Comune di SEMPRONIANO (GR);GROSSETO;Semproniano;42.728.481.841.577;11.549.593.136.128;B49J21004260005;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C49J21033580001;M2;1. comunale;Comune di COLLE DI VAL D'ELSA (SI);SIENA;Colle di Val d'Elsa;43.389.850.247.173;11.072.093.472.138;C49J21033580001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I61B21002520001;M2;1. comunale;Comune di DICOMANO (FI);FIRENZE;Dicomano;43.883.718.472.355;11.527.954.334.506;I61B21002520001;80000;80000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H51B21002500004;M2;1. comunale;Comune di PISA (PI);PISA;Pisa;43.717.049.919.900;10.388.811.702.400;H51B21002500004;524997.71;524997.71;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C49J21033420001;M2;1. comunale;Comune di COLLE DI VAL D'ELSA (SI);SIENA;Colle di Val d'Elsa;43.420.970.218.027;11.126.025.792.685;C49J21033420001;75000;75000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D99J21005430001;M2;1. comunale;Comune di CHIANNI (PI);PISA;Chianni;43.482.291.556.897;10.642.814.947.528;D99J21005430001;21577;21577;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H49J21004010001;M2;1. comunale;Comune di PIENZA (SI);SIENA;Pienza;43.076.592.919.056;11.679.117.943.438;H49J21004010001;99975;99975;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D89J21008060001;M2;1. comunale;Comune di SILLANO GIUNCUGNANO (LU);LUCCA;Sillano Giuncugnano;44.234.348.780.293;10.343.007.856.735;D89J21008060001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F47H21003500001;M2;1. comunale;Comune di BARBERINO DI MUGELLO (FI);FIRENZE;Barberino di Mugello;44.003.618.571.066;11.234.423.368.262;F47H21003500001;180000;180000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F89J21008920001;M2;1. comunale;Comune di LASTRA A SIGNA (FI);FIRENZE;Lastra a Signa;43.776.673.300.516;11.083.291.090.144;F89J21008920001;30000;30000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C79J21042030001;M2;1. comunale;Comune di MASSAROSA (LU);LUCCA;Massarosa;43.890.168.211.513;10.296.852.432.052;C79J21042030001;260000;260000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F87H21004940001;M2;1. comunale;Comune di CANTAGALLO (PO);PRATO;Cantagallo;43.976.125.497.403;11.122.790.894.439;F87H21004940001;90000;90000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H79J21002800001;M2;1. comunale;Comune di PIOMBINO (LI);LIVORNO;Piombino;42.940.514.877.134;10.501.477.462.270;H79J21002800001;93515.57;93515.57;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I29J21002540001;M2;1. comunale;Comune di FIRENZUOLA (FI);FIRENZE;Firenzuola;44.117.694.452.700;11.375.541.092.523;I29J21002540001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B38I21000930001;M2;1. comunale;Comune di BAGNO A RIPOLI (FI);FIRENZE;Bagno a Ripoli;43.731.177.835.253;11.323.081.581.331;B38I21000930001;82000;82000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B39J21007640001;M2;1. comunale;Comune di BAGNO A RIPOLI (FI);FIRENZE;Bagno a Ripoli;43.753.636.243.546;11.318.662.925.834;B39J21007640001;178000;178000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B79J20002450001;M2;1. comunale;Comune di CORTONA (AR);AREZZO;Cortona;43.264.231.583.724;12.011.885.957.343;B79J20002450001;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E44E21000860005;M2;1. comunale;Comune di LAJATICO (PI);PISA;Lajatico;43.470.112.432.553;10.728.359.537.875;E44E21000860005;120000;120000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E51B21001850001;M2;1. comunale;Comune di CAMPAGNATICO (GR);GROSSETO;Campagnatico;42.859.109.674.071;11.248.697.337.626;E51B21001850001;49780;49780;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G79J21004150001;M2;1. comunale;Comune di VECCHIANO (PI);PISA;Vecchiano;43.768.421.848.438;10.342.850.006.659;G79J21004150001;180000;180000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C30J21000010001;M2;1. comunale;Comune di FOLLONICA (GR);GROSSETO;Follonica;42.929.673.935.068;10.770.085.336.061;C30J21000010001;60000;60000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G15F21000330001;M2;1. comunale;Comune di SEGGIANO (GR);GROSSETO;Seggiano;42.929.561.548.034;11.558.353.656.334;G15F21000330001;50000;50000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J39J21004530001;M2;1. comunale;Comune di FIVIZZANO (MS);MASSA-CARRARA;Fivizzano;44.237.025.926.951;10.122.752.492.238;J39J21004530001;75756;75756;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J57H21002230005;M2;1. comunale;Comune di SANTA MARIA A MONTE (PI);PISA;Santa Maria a Monte;43.707.592.170.967;10.685.838.161.536;J57H21002230005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H19J21002830001;M2;1. comunale;Comune di REGGELLO (FI);FIRENZE;Reggello;43.697.042.295.490;11.531.614.850.037;H19J21002830001;60000;60000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H75F21000640001;M2;1. comunale;Comune di MARLIANA (PT);PISTOIA;Marliana;43.959.780.351.779;10.792.381.112.890;H75F21000640001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B93D21001610001;M2;1. comunale;Comune di SESTO FIORENTINO (FI);FIRENZE;Sesto Fiorentino;43.839.827.316.853;11.230.594.139.355;B93D21001610001;260000;260000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J59J21003940005;M2;1. comunale;Comune di CERTALDO (FI);FIRENZE;Certaldo;43.557.802.224.748;11.036.246.618.055;J59J21003940005;215000;180000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C69J21018340005;M2;1. comunale;Comune di SUVERETO (LI);LIVORNO;Suvereto;43.056.878.822.493;10.689.417.869.817;C69J21018340005;49800;49800;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I45F21000290001;M2;1. comunale;Comune di VAIANO (PO);PRATO;Vaiano;43.967.960.603.514;11.124.104.769.835;I45F21000290001;79060.66;79060.66;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C61B21004440001;M2;1. comunale;Comune di SIENA (SI);SIENA;Siena;43.308.071.596.541;11.323.865.512.096;C61B21004440001;340000;340000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D45F21001580001;M2;1. comunale;Comune di GAVORRANO (GR);GROSSETO;Gavorrano;42.928.327.700.697;10.908.813.610.810;D45F21001580001;28714.1;28714.1;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D45F21001590001;M2;1. comunale;Comune di GAVORRANO (GR);GROSSETO;Gavorrano;42.939.938.039.638;10.941.643.756.293;D45F21001590001;98385.67;98385.67;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D45F21001600001;M2;1. comunale;Comune di GAVORRANO (GR);GROSSETO;Gavorrano;42.939.938.039.638;10.941.643.756.293;D45F21001600001;12900.23;12900.23;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D77H21001740005;M2;1. comunale;Comune di CASTELNUOVO BERARDENGA (SI);SIENA;Castelnuovo Berardenga;43.361.946.721.288;11.501.656.308.867;D77H21001740005;140000;140000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G49J21005150001;M2;1. comunale;Comune di SANTA LUCE (PI);PISA;Santa Luce;43.466.816.321.817;10.546.806.480.409;G49J21005150001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I94E21002380008;M2;1. comunale;Comune di BAGNI DI LUCCA (LU);LUCCA;Bagni di Lucca;44.009.739.409.241;10.588.799.009.792;I94E21002380008;15648;15648;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J29J21004970001;M2;1. comunale;Comune di BORGO A MOZZANO (LU);LUCCA;Borgo a Mozzano;43.976.733.604.219;10.530.846.092.334;J29J21004970001;70000;70000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E93D21002040004;M2;1. comunale;Comune di CALCI (PI);PISA;Calci;43.735.240.454.259;10.520.670.505.729;E93D21002040004;13000;13000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J58I21000200004;M2;1. comunale;Comune di SANTA MARIA A MONTE (PI);PISA;Santa Maria a Monte;43.707.592.170.967;10.685.838.161.536;J58I21000200004;130000;130000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G77H21001250001;M2;1. comunale;Comune di SCANDICCI (FI);FIRENZE;Scandicci;43.735.815.719.811;11.158.394.439.930;G77H21001250001;170000;170000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H77H21001250005;M2;1. comunale;Comune di CASTEL FOCOGNANO (AR);AREZZO;Castel Focognano;43.637.255.286.211;11.715.028.011.901;H77H21001250005;78250;78250;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B25F21000620001;M2;1. comunale;Comune di LUCIGNANO (AR);AREZZO;Lucignano;43.274.598.710.214;11.746.460.237.693;B25F21000620001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J49J21004060001;M2;1. comunale;Comune di LIVORNO (LI);LIVORNO;Livorno;43.502.507.538.336;10.339.705.193.868;J49J21004060001;80000;80000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J68I21000170001;M2;1. comunale;Comune di CAPALBIO (GR);GROSSETO;Capalbio;42.453.398.262.424;11.432.184.183.826;J68I21000170001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H70A21000000005;M2;1. comunale;Comune di CASTEL FOCOGNANO (AR);AREZZO;Castel Focognano;43.637.255.286.211;11.715.028.011.901;H70A21000000005;59949.97;59949.97;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I67H21001090003;M2;1. comunale;Comune di CASTELFRANCO DI SOTTO (PI);PISA;Castelfranco di Sotto;43.705.845.859.147;10.747.993.322.099;I67H21001090003;270000;270000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F57H21002020001;M2;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.774.046.417.287;11.098.022.581.529;F57H21002020001;120000;120000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F59J21002190001;M2;1. comunale;Comune di GROSSETO (GR);GROSSETO;Grosseto;42.771.742.051.965;11.098.805.795.468;F59J21002190001;115000;115000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C39J21030000001;M2;1. comunale;Comune di PALAIA (PI);PISA;Palaia;43.576.073.430.364;10.753.816.299.632;C39J21030000001;60000;60000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D59J21005080001;M2;1. comunale;Comune di POGGIBONSI (SI);SIENA;Poggibonsi;43.473.784.500.305;11.145.907.468.063;D59J21005080001;260000;260000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I19J21001580001;M2;1. comunale;Comune di SAN GIULIANO TERME (PI);PISA;San Giuliano Terme;43.777.177.004.398;10.416.891.211.961;I19J21001580001;260000;260000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E91B20000910004;M2;1. comunale;Comune di CALCI (PI);PISA;Calci;43.716.792.835.337;10.514.947.895.902;E91B20000910004;44000;44000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C57H21001230005;M2;1. comunale;Comune di PISTOIA (PT);PISTOIA;Pistoia;43.931.311.593.830;10.941.634.885.744;C57H21001230005;460000;460000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C59J21017240001;M2;1. comunale;Comune di CASCINA (PI);PISA;Cascina;43.669.771.572.646;10.505.768.357.318;C59J21017240001;100859.53;100859.53;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G51B21002710001;M2;1. comunale;Comune di LICCIANA NARDI (MS);MASSA-CARRARA;Licciana Nardi;44.263.768.750.346;10.031.573.939.360;G51B21002710001;12414.05;12414.05;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G53D21000900001;M2;1. comunale;Comune di LICCIANA NARDI (MS);MASSA-CARRARA;Licciana Nardi;44.232.238.374.486;9.962.148.588.533;G53D21000900001;87585.83;87585.83;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H39J21002340001;M2;1. comunale;Comune di FOSCIANDORA (LU);LUCCA;Fosciandora;44.115.540.531.429;10.456.586.503.125;H39J21002340001;100000;100000;NULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J18I21000030001;M2;1. comunale;Comune di MONTALE (PT);PISTOIA;Montale;43.948.063.589.927;11.017.277.123.671;J18I21000030001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
